,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
8400,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33799.CHEM,Sample-Routine,Water,2018-08-20,INSTOR_WQX-2011,2064,Unknown,Unknown,Lead,2.1,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.1,2.1,LES040-0007,River/Stream,40.7791666666,-84.84222222220001,18.0,1.0,8,POINT (-84.84222222220001 40.7791666666)
8401,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2252569,Sample-Routine,Water,2018-08-20,21PA_WQX-WQN0306,WQN,001,Water Grab Sample,Lead,1.480,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,1.48,1.48,SUSQUEHANNA RIVER,River/Stream,41.9636,-75.7417,42.0,115.0,8,POINT (-75.74169999999999 41.9636)
8403,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803423,Sample-Routine,Water,2018-08-20,USGS-09237450,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.020,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.02,0.02,"YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",Stream,40.264261100000006,-106.89176670000002,8.0,107.0,8,POINT (-106.8917667 40.26426110000001)
8405,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33795.CHEM,Sample-Routine,Water,2018-08-20,INSTOR_WQX-2257,2064,Unknown,Unknown,Lead,1.06,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.06,1.06,WAE040-0002,River/Stream,41.0834030853,-85.625992482,18.0,183.0,8,POINT (-85.625992482 41.0834030853)
8407,USGS-MO,USGS Missouri Water Science Center,nwismo.01.01801299,Sample-Routine,Water,2018-08-20,USGS-06893820,,25,Timed sampling interval,Lead,0.053,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.053,0.053,Little Blue R. at Lees Summit Rd in Independence,Stream,39.0173611,-94.38727779999999,29.0,95.0,8,POINT (-94.38727779999999 39.0173611)
8411,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803425,Sample-Routine,Water,2018-08-20,USGS-401634106502200,,70,Grab sample  (dip),Lead,0.034,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.034,0.034,"LITTLE MORRISON CREEK NEAR STAGECOACH, CO.",Stream,40.276092799999994,-106.84004660000001,8.0,107.0,8,POINT (-106.8400466 40.27609279999999)
8412,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33791.CHEM,Sample-Routine,Water,2018-08-20,INSTOR_WQX-2263,2064,Unknown,Unknown,Lead,2.19,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.19,2.19,WUW070-0002,River/Stream,40.8194444444,-85.3425,18.0,69.0,8,POINT (-85.3425 40.8194444444)
8413,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4999100-0820-4-C,Sample-Routine,Water,2018-08-20,UTAHDWQ_WQX-4999100,302,DWQ-001,Water Grab Sampling,Lead,0.089,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.089,0.089,PROVO R AB PROVO R FALLS OVERLOOK,River/Stream,40.657726988,-110.946838642,49.0,43.0,8,POINT (-110.946838642 40.657726988)
8415,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800816,Sample-Routine,Water,2018-08-20,USGS-394351074321501,National Water Quality Assessment Program (NAWQA),USGS,USGS,Lead,0.222,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.222,0.222,051428-- Suscp30 Dom,Well,39.7308333,-74.5375722,34.0,5.0,8,POINT (-74.5375722 39.7308333)
8416,KAWNATON_WQX,"Kaw Nation, Oklahoma",KAWNATON_WQX-KN02666L,Sample-Routine,Water,2018-08-20,KAWNATON_WQX-KN-BB1,WQM18,KN0003,StandardScoop,Lead,0.11,mg/l,Final,Actual,,10216,HACH,"Lead, PAR Method",,,,STORET,0.11,110.0,Big Beaver,River/Stream,36.941340000000004,-96.7198,40.0,113.0,8,POINT (-96.71980000000001 36.94134)
8417,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801920,Sample-Routine,Water,2018-08-20,USGS-01502771,,USGS,USGS,Lead,1.48,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,1.48,1.48,"Susquehanna River near Great Bend, PA",Stream,41.9634112,-75.7421312,42.0,115.0,8,POINT (-75.7421312 41.9634112)
8418,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803431,Sample-Routine,Water,2018-08-20,USGS-401707106495800,,50,Point sample,Lead,4.04,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,4.04,4.04,"STAGECOACH RESERVOIR AT DAM, COLORADO","Lake, Reservoir, Impoundment",40.2852593,-106.83337990000001,8.0,107.0,8,POINT (-106.8333799 40.2852593)
8420,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800814,Sample-Routine,Water,2018-08-20,USGS-01403385,,40,Multiple verticals,Lead,1.26,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,1.26,1.26,Bound Brook at Route 28 at Middlesex NJ,Stream,40.5808333,-74.4991667,34.0,23.0,8,POINT (-74.4991667 40.5808333)
8421,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33792.CHEM,Sample-Routine,Water,2018-08-20,INSTOR_WQX-2259,2064,Unknown,Unknown,Lead,1.79,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.79,1.79,WUW120-0002,River/Stream,40.8984104305,-85.4131128265,18.0,69.0,8,POINT (-85.4131128265 40.8984104305)
8423,KAWNATON_WQX,"Kaw Nation, Oklahoma",KAWNATON_WQX-KN02667L,Sample-Routine,Water,2018-08-20,KAWNATON_WQX-KN-KL-001,WQM18,KN0003,StandardScoop,Lead,0.106,mg/l,Final,Actual,,10216,HACH,"Lead, PAR Method",,,,STORET,0.106,106.0,Washunga Bay,Lake,36.77599,-96.8317,40.0,71.0,8,POINT (-96.8317 36.77599)
8426,MDEQ_WQ_WQX,MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-U5870-W,Sample-Routine,Water,2018-08-20,MDEQ_WQ_WQX-M10SMTHR95,SMITH-2018,GRAB,Grab Water Sample,Lead,0.00003,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.0003,mg/l,STORET,3e-05,0.030000000000000002,Smith River at Birch Creek Road,River/Stream,46.54844,-111.00903000000001,30.0,59.0,8,POINT (-111.00903 46.54844)
8427,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20192015001-20180820_S-ROUTINE,Sample-Routine,Water,2018-08-20,21COL001_WQX-12701,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.078,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.078,0.078,ROARING FORK RIVER @  7TH ST. BRIDGE IN GLENWOOD,River/Stream,39.546333000000004,-107.331167,8.0,45.0,8,POINT (-107.331167 39.546333)
8428,USGS-TX,USGS Texas Water Science Center,nwistx.01.01803150,Sample-Routine,Water,2018-08-20,USGS-08068500,,10,Equal width increment (ewi),Lead,0.96,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.96,0.96,"Spring Ck nr Spring, TX",Stream,30.1104952,-95.4363275,48.0,339.0,8,POINT (-95.4363275 30.1104952)
8429,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-223363,Sample-Routine,Water,2018-08-20,NJDEP_BFBM-01367902,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.337,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.337,0.337,CLOVE BROOK AT SUSSEX,River/Stream,41.207848,-74.60920300000001,34.0,37.0,8,POINT (-74.60920300000001 41.207848)
8430,KAWNATON_WQX,"Kaw Nation, Oklahoma",KAWNATON_WQX-KN02670L,Sample-Routine,Water,2018-08-20,KAWNATON_WQX-KN-KL-005,EPABEACH;WQM18,KN0003,StandardScoop,Lead,0.109,mg/l,Final,Actual,,10216,HACH,"Lead, PAR Method",,,,STORET,0.109,109.0,Sandy Beach,Lake,36.70369,-96.9172,40.0,113.0,8,POINT (-96.91719999999999 36.70369)
8432,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.01800310,Sample-Routine,Water,2018-08-20,USGS-06636000,,10,Equal width increment (ewi),Lead,0.024,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.024,0.024,NORTH PLATTE RIVER ABOVE PATHFINDER RESERVOIR WY,Stream,42.178292799999994,-106.87643200000001,56.0,7.0,8,POINT (-106.876432 42.17829279999999)
8433,KAWNATON_WQX,"Kaw Nation, Oklahoma",KAWNATON_WQX-KN02665L,Sample-Routine,Water,2018-08-20,KAWNATON_WQX-KN-AR-003,WQM18,KN0003,StandardScoop,Lead,0.117,mg/l,Final,Actual,,10216,HACH,"Lead, PAR Method",,,,STORET,0.117,117.0,Below Kaw Dam,River/Stream,36.69556,-96.9269,40.0,113.0,8,POINT (-96.9269 36.69556)
8434,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4999000-0820-4-C,Sample-Routine,Water,2018-08-20,UTAHDWQ_WQX-4999000,302,DWQ-001,Water Grab Sampling,Lead,0.057,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.057,0.057,PROVO R AT COBBLE REST CAMPGROUND,River/Stream,40.59225,-110.99859,49.0,43.0,8,POINT (-110.99859 40.59225)
8435,MDEQ_WQ_WQX,MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-U5872-W,Sample-Routine,Water,2018-08-20,MDEQ_WQ_WQX-M10SMTHR06,SMITH-2018,GRAB,Grab Water Sample,Lead,0.00019,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.0003,mg/l,STORET,0.00019,0.19,"Smith River at Camp Baker, upstream Sheep Creek confluence",River/Stream,46.802170000000004,-111.18026,30.0,59.0,8,POINT (-111.18026 46.80217)
8437,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2243036,Sample-Routine,Water,2018-08-20,21PA_WQX-WQN0305,WQN,001,Water Grab Sample,Lead,1.930,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,1.93,1.93,SUSQUEHANNA RIVER,River/Stream,41.7653,-76.4386,42.0,15.0,8,POINT (-76.43859999999999 41.7653)
8438,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33798.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2006,2064,Unknown,Unknown,Lead,1.76,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.76,1.76,LEJ060-0006,River/Stream,41.3475,-84.8438888888,18.0,33.0,8,POINT (-84.8438888888 41.3475)
8439,USGS-TX,USGS Texas Water Science Center,nwistx.01.01803034,Sample-Routine,Water,2018-08-21,USGS-295826095082200,,50,Point sample,Lead,0.33,ug/l,Accepted,Estimated,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.33,0.33,"Lk Houston S Union Pacific RR Bridge nr Houston,TX","Lake, Reservoir, Impoundment",29.9739333,-95.13938329999999,48.0,201.0,8,POINT (-95.13938329999999 29.9739333)
8440,USGS-TX,USGS Texas Water Science Center,nwistx.01.01803033,Sample-Routine,Water,2018-08-21,USGS-295554095093401,,50,Point sample,Lead,0.35,ug/l,Accepted,Estimated,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.35,0.35,"Lk Houston at mouth of Jack's Ditch nr Houston, TX","Lake, Reservoir, Impoundment",29.93825,-95.16677779999999,48.0,201.0,8,POINT (-95.16677779999999 29.93825)
8441,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-222482,Sample-Routine,Water,2018-08-21,NJDEP_BFBM-01443435,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.316,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.316,0.316,Paulins Kill UNT On Rt 519,River/Stream,41.126359,-74.748769,34.0,37.0,8,POINT (-74.748769 41.126359)
8442,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC082018-4990415-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4990415,306,DWQ-001,Water Grab Sampling,Lead,0.138,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.138,0.138,RICKS CK @ FORD CANYON CROSSING XING,River/Stream,40.9392497567,-111.8763569067,49.0,11.0,8,POINT (-111.8763569067 40.9392497567)
8443,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801711,Sample-Routine,Water,2018-08-21,USGS-01573710,,40.00,Multiple verticals,Lead,0.18,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,0.18,0.18,"Conewago Creek near Falmouth, PA",Stream,40.149305600000005,-76.68775,42.0,43.0,8,POINT (-76.68774999999999 40.14930560000001)
8444,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245417,Sample-Routine,Water,2018-08-21,21PA_WQX-WQN0269,WQN,001,Water Grab Sample,Lead,0.184,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,0.184,0.184,CONEWAGO CREEK,River/Stream,40.1508,-76.6897,42.0,43.0,8,POINT (-76.6897 40.1508)
8445,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801710,Sample-Routine,Water,2018-08-21,USGS-01573695,,40.00,Multiple verticals,Lead,0.20,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,0.2,0.2,"Conewago Creek near Bellaire, PA",Stream,40.1952778,-76.56777779999999,42.0,43.0,8,POINT (-76.56777779999999 40.1952778)
8447,21DELAWQ_WQX,Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-1808033-003-SPM-006-Water,Sample-Routine,Water,2018-08-21,21DELAWQ_WQX-304471,DE-ASWQMP,Stainless Bucket,Grab Sample Collected With A Stainless Bucket,Lead,0.084,ug/l,Final,Estimated,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.084,0.084,Nanticoke River @ Rt. 13,Estuary,38.643049,-75.592969,10.0,5.0,8,POINT (-75.592969 38.643049)
8448,USGS-OK,USGS Oklahoma Water Science Center,nwisok.01.01800496,Sample-Routine,Water,2018-08-21,USGS-07185000,,10,Equal width increment (ewi),Lead,0.293,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.293,0.293,"Neosho River near Commerce, OK",Stream,36.9286814,-94.9574574,40.0,115.0,8,POINT (-94.9574574 36.9286814)
8449,USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.01801708,Sample-Routine,Water,2018-08-21,USGS-015765195,,30.00,Single vertical,Lead,0.08,ug/l,Accepted,Actual,,PLM82,USGS,"Trace elements, wu, ICP-MS (PA)",,,,NWIS,0.08,0.08,"Big Spring Run near Mylin Corners, PA",Stream,39.9959361,-76.2640389,42.0,71.0,8,POINT (-76.2640389 39.9959361)
8450,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-JRULI081318-4997198-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4997198,302,DWQ-001,Water Grab Sampling,Lead,0.059,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.059,0.059,Snake Creek 75 meters bl Homestead Dr (200 N) Midway,River/Stream,40.514559000000006,-111.483668,49.0,51.0,8,POINT (-111.483668 40.51455900000001)
8451,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20193019001-20180821_S-ROUTINE,Sample-Routine,Water,2018-08-21,21COL001_WQX-10540,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.593,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.85,ug/l,STORET,0.593,0.593,DOMINGUEZ CK @ MOUTH,River/Stream,38.828666999999996,-108.3795,8.0,77.0,8,POINT (-108.3795 38.828667)
8452,21DELAWQ_WQX,Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-1808033-011-SPM-006-Water,Sample-Routine,Water,2018-08-21,21DELAWQ_WQX-304371,DE-ASWQMP,Stainless Bucket,Grab Sample Collected With A Stainless Bucket,Lead,0.22,ug/l,Final,Estimated,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.22,0.22,Clear BrooK @ Cannon Rd. (Rt. 18),River/Stream,38.695054,-75.60199,10.0,5.0,8,POINT (-75.60199 38.695054)
8454,USGS-MD,USGS Maryland Water Science Center,nwismd.01.01801228,Quality Control Sample-Field Replicate,Water,2018-08-21,USGS-01648010,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.076,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.076,0.076,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",Stream,38.9601667,-77.0420556,11.0,1.0,8,POINT (-77.0420556 38.9601667)
8455,FORTPECK,Assiniboine & Sioux Tribes Fort Peck Indian Reservation (MT),FORTPECK-BigMd_RK00:201808211430:SR,Sample-Routine,Water,2018-08-21,FORTPECK-BigMd_RK00,Missouri River Project,FPT-SOP,Fort Peck Tribes Sample Collection Procedure,Lead,1.4,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,0.1,ug/l,STORET,1.4,1.4,Missouri River,River/Stream,48.141315999999996,-104.61116899999999,30.0,85.0,8,POINT (-104.611169 48.141316)
8456,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC082018-4990373-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4990373,306,DWQ-001,Water Grab Sampling,Lead,0.141,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.141,0.141,PARRISH CK @ 900 W,River/Stream,40.925787802399995,-111.9002178218,49.0,11.0,8,POINT (-111.9002178218 40.9257878024)
8457,MDEQ_WQ_WQX,MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-U5875-W,Sample-Routine,Water,2018-08-21,MDEQ_WQ_WQX-M10SMTHR01,SMITH-2018,GRAB,Grab Water Sample,Lead,0.00005,mg/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.0003,mg/l,STORET,5e-05,0.05,Smith River at Eden Bridge,River/Stream,47.23615,-111.3888,30.0,13.0,8,POINT (-111.3888 47.23615)
8458,USGS-ID,USGS Idaho Water Science Center,nwisid.01.01800975,Sample-Routine,Water,2018-08-21,USGS-13296500,,10,Equal width increment (ewi),Lead,0.031,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.031,0.031,SALMON RIVER BL YANKEE FORK NR CLAYTON ID,Stream,44.2683333,-114.7327778,16.0,37.0,8,POINT (-114.7327778 44.2683333)
8459,CEDEN,California State Water Resources Control Board,CEDEN--2145173186,Sample-Routine,Water,2018-08-21,CEDEN-OB-RW-16,1819COLB_IMP_DW,Water_Grab,Water_Grab,Lead,0.0160,ug/l,Final,Actual,,12,CEDEN,EPA 1640,,,,STORET,0.016,0.016,OB-RW-16-Long Beach Outer Harbor,Other-Surface Water,33.7314,-118.221,6.0,37.0,8,POINT (-118.221 33.7314)
8460,CEDEN,California State Water Resources Control Board,CEDEN--2145427323,Sample-Routine,Water,2018-08-21,CEDEN-544BIPAOR,SJC_WY18_Q4,Water_Grab,Water_Grab,Lead,0.12,ug/l,Final,Actual,,118,CEDEN,EPA 200.8,Laboratory Reporting Level,0.25,ug/l,STORET,0.12,0.12,Bacon Island Pump @ Old River,River/Stream,37.9792,-121.57,6.0,77.0,8,POINT (-121.57 37.9792)
8461,21DELAWQ_WQX,Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-1808033-018-SPM-006-Water,Sample-Routine,Water,2018-08-21,21DELAWQ_WQX-304151,DE-ASWQMP,Stainless Bucket,Grab Sample Collected With A Stainless Bucket,Lead,0.052,ug/l,Final,Estimated,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,0.052,0.052,Nanticoke River @ Buoy 66 (mouth of DuPont Gut),Estuary,38.618081,-75.63123900000001,10.0,5.0,8,POINT (-75.63123900000001 38.618081)
8462,21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2245422,Sample-Routine,Water,2018-08-21,21PA_WQX-WQN0284,WQN,001,Water Grab Sample,Lead,1.150,ug/l,Final,Actual,,01051H,21PA_WQX,Lead,,,,STORET,1.15,1.15,Pequea Creek,River/Stream,40.0092,-76.1622,42.0,71.0,8,POINT (-76.1622 40.0092)
8463,CEDEN,California State Water Resources Control Board,CEDEN--2145191562,Sample-Routine,Water,2018-08-21,CEDEN-544UIDABR,SJC_WY18_Q4,Water_Grab,Water_Grab,Lead,0.22,ug/l,Final,Actual,,118,CEDEN,EPA 200.8,Laboratory Reporting Level,0.25,ug/l,STORET,0.22,0.22,Union Island Drain @ Bonetti Rd,River/Stream,37.8717,-121.52600000000001,6.0,77.0,8,POINT (-121.526 37.8717)
8464,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33894.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2408,2064,Unknown,Unknown,Lead,2.5,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.5,2.5,WWU110-0001,River/Stream,39.7817286535,-86.17678786350001,18.0,97.0,8,POINT (-86.17678786350001 39.7817286535)
8465,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800821,Sample-Routine,Water,2018-08-21,USGS-395342074184001,National Water Quality Assessment Program (NAWQA),USGS,USGS,Lead,1.84,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,1.84,1.84,291837-- Suscp20 Repl,Well,39.895,-74.31111109999999,34.0,29.0,8,POINT (-74.31111109999999 39.895)
8466,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-DC082018-4990400-0821-4-C,Sample-Routine,Water,2018-08-21,UTAHDWQ_WQX-4990400,306,DWQ-001,Water Grab Sampling,Lead,0.117,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.117,0.117,DAVIS CK @ RIO GRAND TRAIL XING,River/Stream,40.9551512338,-111.90178106450001,49.0,11.0,8,POINT (-111.9017810645 40.9551512338)
8467,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33895.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2409,2064,Unknown,Unknown,Lead,1.12,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.12,1.12,WWU110-0002,River/Stream,39.834341006399995,-86.12189112620001,18.0,97.0,8,POINT (-86.12189112620001 39.8343410064)
8468,USGS-TX,USGS Texas Water Science Center,nwistx.01.01803027,Sample-Routine,Water,2018-08-21,USGS-08064700,,40,Multiple verticals,Lead,0.329,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.329,0.329,"Tehuacana Ck nr Streetman, TX",Stream,31.8484964,-96.2899755,48.0,161.0,8,POINT (-96.2899755 31.8484964)
8469,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800838,Quality Control Sample-Field Replicate,Water,2018-08-21,USGS-392803074414901,,30,Single vertical,Lead,0.208,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.208,0.208,Excavated pond near Rt. 322 near Mays Landing NJ,"Lake, Reservoir, Impoundment",39.4675,-74.6969444,34.0,1.0,8,POINT (-74.69694440000001 39.4675)
8470,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33897.CHEM,Sample-Routine,Water,2018-08-21,INSTOR_WQX-2434,2064,Unknown,Unknown,Lead,2.33,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.33,2.33,WWU090-0002,River/Stream,39.9103665664,-86.1050346793,18.0,97.0,8,POINT (-86.1050346793 39.9103665664)
8472,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01803283,Sample-Routine,Water,2018-08-21,USGS-402544106493600,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.021,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.021,0.021,"YAMPA RIVER BELOW OAK CREEK NR STEAMBOAT SPG,CO.",Stream,40.428867100000005,-106.8272706,8.0,107.0,8,POINT (-106.8272706 40.42886710000001)
8473,USGS-MT,USGS Montana Water Science Center,nwismt.01.01800261,Sample-Routine,Water,2018-08-21,USGS-06031600,,10,Equal width increment (ewi),Lead,0.146,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.146,0.146,Basin Creek at Basin MT,Stream,46.2710399,-112.26250929999999,30.0,43.0,8,POINT (-112.2625093 46.2710399)
8474,USGS-MT,USGS Montana Water Science Center,nwismt.01.01800262,Quality Control Sample-Field Replicate,Water,2018-08-21,USGS-06031450,,10,Equal width increment (ewi),Lead,0.39,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.39,0.39,Boulder River ab Kleinsmith Gulch nr Basin MT,Stream,46.269651,-112.2794548,30.0,43.0,8,POINT (-112.2794548 46.269651)
